gvkey,datadate,tic,act,aedi,at,capx,che,cogs,ib,lct,lt,pi,revt,txach,txc,txdb,txdc,txdi,txt,state
3026,12/31/2023,CHD,1529.7,,8569.2,223.5,344.5,3082.3,755.6,1422,4713.8,967.4,5867.9,-1.8,225.6,743.1,-13.8,-13.8,211.8,NJ
3028,12/31/2023,CHDN,400.8,,6955.5,676.5,221.8,1497,417.3,755.8,6061.9,561.8,2461.7,,97.1,388.2,47.4,47.4,144.5,KY
3039,12/31/2023,CIN1,761,,12216,939,24,1616,334,1500,7116,397,2507,-1,-49,1272,113,112,63,OH
3062,5/31/2023,CTAS,2938.459,,8546.356,331.109,124.149,4409.86,1348.01,1230.062,4682.37,1693.148,8815.769,,318.207,498.356,23.233,26.931,345.138,OH
3105,12/31/2023,IHRT,1506.916,,6952.611,102.67,346.382,1494.234,-1102.66,848.436,7337.369,-1162.677,3751.025,0,82.25,339.768,-144.588,-144.588,-62.338,TX
3107,12/31/2023,CLF,6636,,17537,646,198,19627,398,3508,9415,597,21996,,34,639,114,114,148,OH
3121,6/30/2023,CLX,1828,,5945,228,367,4278,149,1917,5557,238,7389,,226,28,-149,-149,77,CA
3138,12/31/2023,COKE,1705.128,,4288.942,282.304,635.269,3900.379,408.375,1091.334,2853.344,557.481,6653.858,0,198.127,128.435,-49.021,-49.021,149.106,NC
3144,12/31/2023,KO,26732,,97703,1852,13663,17394,10714,23571,70223,12952,45754,-578,2251,2639,-2,-2,2249,GA
3153,12/31/2023,CDE,267.255,,2080.848,364.617,61.633,632.896,-103.612,289.613,1056.945,-68.456,821.206,,,12.36,-1.495,2.099,35.156,IL
3158,12/31/2023,COHU,638.818,,1150.352,16.053,335.698,319.028,28.156,103.421,200.182,45.816,636.322,-24.782,22.434,23.154,-4.774,-4.774,17.66,CA
3170,12/31/2023,CL,5279,,16393,705,1145,7635,2300,4741,15436,3392,19457,,,361,-98,135,937,NY
3198,12/31/2023,CGP1,42,,1524,38,0,101,132,65,733,132,334,-4,0,0,0,0,0,CO
3203,8/31/2023,CCF,184.788,,600.806,7.306,49.019,223.76,33.182,41.664,192.5,43.191,404.015,-0.749,16.45,27.77,-6.441,-6.441,10.009,MA
3221,12/31/2023,AON,21704,,33959,252,1147,9183,2564,21651,34701,3169,13376,,914,115,-373,-373,541,
3221,12/31/2023,AON,21704,,33959,,,,2564,21651,34701,3169,13370,,914,115,,-373,541,
3226,12/31/2023,CMCSA,23987,,264811,12379,6525,83922,15388,40198,181344,20478,121572,0,8110,26003,-2739,-2739,5371,PA
3231,12/31/2023,CMA,,,85834,153,9502,1750,881,,79428,1144,5253,0,,0,-92,,263,TX
3231,12/31/2023,CMA,,,85834,,,,881,,79428,1144,5253,,,0,,,263,TX
3238,12/31/2023,CBSH,,,31701.061,88.074,3012.182,418.613,477.06,,28736.831,619.726,1969.321,4.586,,0,-7.399,,134.549,MO
3238,12/31/2023,CBSH,,,31701.061,,,,477.06,,28736.831,619.726,1969.321,,,0,,,134.549,MO
3243,12/31/2023,C,,,2411834,,,,9229,,2205583,12910,155462,,5944,0,,-2416,3528,NY
3243,12/31/2023,C,,,2411834,6583,650013,96112,9229,,2205583,12910,155462,0,5944,,-2416,-2416,3528,NY
3246,8/31/2023,CMC,3144.155,,6639.094,606.665,592.332,6775.988,859.76,843.714,2517.98,1121.967,8799.533,0,207.404,306.801,,54.803,262.207,TX
3278,12/31/2023,CAR,,,32569,7055,644,5842,1632,,32912,1914,12008,,88,3418,191,191,279,NJ
3336,3/31/2023,DXC,6124,,15845,267,1858,11442,-568,5187,12025,-885,14430,,290,168,-609,-609,-319,VA
3358,7/31/2023,CMTL,305.486,,996.237,18.311,18.961,353.612,-26.899,211.97,445.727,-30.847,549.994,1.673,2.112,9.494,-6.06,-6.06,-3.948,AZ
3362,5/31/2023,CAG,3385,,22052.6,362.2,93.9,8617,683.6,4440.7,13245.3,901.9,12277,-188.5,372.8,,,-154.1,218.7,IL
3369,6/30/2023,RAVE,6.834,,14.237,0.065,5.328,3.956,1.613,2.198,3.846,2.15,11.889,0,0.107,0,0.43,0.43,0.537,TX
3382,12/31/2023,SSTK,292.573,,1036.015,44.645,100.49,273.206,110.269,452.386,508.921,122.468,874.587,0,38.374,4.182,-26.176,-26.175,12.199,NY
3392,12/31/2023,NU1,1418.684,,15849.624,1093.121,10.213,3380.457,518.733,1394.09,9642.754,689.642,4578.804,,-13.1,1860.122,184.037,184.009,170.909,CT
3410,12/31/2023,TCI,,3.214,1043.044,,,,5.937,,196.09,9.189,79.094,,1.939,0,,0,1.939,TX
3410,12/31/2023,TCI,,,1043.044,0,169.475,59.897,5.937,,196.09,9.189,80.985,0,1.939,,0,0,1.939,TX
3413,12/31/2023,ED,6537,,66331,4353,1190,10301,2519,6462,45173,3003,14663,-13,355,8043,132,132,487,NY
3424,12/31/2023,BH,152.551,,849.422,23.405,119.945,210.657,54.948,111.1,250.092,64.847,365.318,,2.741,37.939,6.567,6.567,9.308,TX
3429,12/31/2023,CTO,,,989.668,0,17.819,75.907,5.53,,532.142,6.134,109.119,0,0.083,0,0.521,0.521,0.604,FL
3429,12/31/2023,CTO,,,989.668,,,,5.53,,532.142,6.134,118.949,,0.083,0,,0.521,0.604,FL
3439,12/31/2023,CMS,2839,,33517,2407,248,5047,886,2895,25392,954,7462,,6,2615,157,141,147,MI
3504,10/31/2023,COO,1704.9,,11658.9,392.5,120.9,1025.1,294.2,969,4107.9,419.2,3593.2,-0.5,74,101.5,44.7,44.7,118.7,CA
3505,12/31/2023,TAP,2848.5,,26375.1,671.5,868.9,6857.8,948.9,4092.6,12940,1252.5,11702.1,,260.1,2697.2,,36,296.1,CO
3516,6/30/2023,CBYDF,270.514,,362.601,3.876,155.014,54.023,21.959,69.697,182.606,30.038,162.955,,,4.514,-0.924,-0.924,8.079,ON
3532,12/31/2023,GLW,7212,,28500,1390,1779,7147,581,4319,16632,816,12588,,243,218,-75,-75,168,NY
3562,12/31/2023,CUZ,,,7634.474,0,6.047,584.067,82.963,,3086.161,83.816,805.173,0,0,0,0,0,0,GA
3562,12/31/2023,CUZ,,,7634.474,,,,82.963,,3086.161,81.013,821.241,,0,0,,0,0,GA
3570,7/31/2023,CBRL,282.287,,2218.094,126.987,25.147,3030.41,99.05,488.966,1734.269,103.611,3442.808,-21.377,10.498,74.256,-5.937,-5.937,4.561,TN
3580,12/31/2023,CR,1090.8,,2333.6,42.7,329.6,1242.1,203.8,467.1,973.3,267,2086.4,-26.8,84.7,37.1,-21.5,-21.5,63.2,CT
3581,12/31/2023,CRD.A,369.346,,799.199,4.89,59.545,929.895,30.609,299.292,659.368,47.357,1316.919,,,5.167,-12.279,-12.279,17.097,GA
3591,12/31/2023,AGC1,,,24289,0,1705,3183,641,,21109,840,5299,,235,,-36,-36,199,IN
3592,12/31/2023,OMF,,,24294,0,1708,3157,641,,21108,840,5299,,235,,-36,-36,199,IN
3592,12/31/2023,OMF,,,24294,,,,641,,21108,840,5299,,235,,,-36,199,IN
3619,12/31/2023,CCK,4833,,15034,793,1400,9546,450,4201,12170,809,12010,,31,338,-53,-53,222,PA
3622,3/31/2023,CRWS,60.375,,90.972,0.813,1.742,54.537,5.65,13.057,41.758,7.426,75.053,0,1.931,0.815,-0.205,-0.205,1.776,LA
3643,12/31/2023,CFR,,,50845.038,158.63,8687.276,705.223,597.973,,47128.591,712.373,2646.258,0,,0,-14.829,,114.4,TX
3643,12/31/2023,CFR,,,50845.038,,,,597.973,,47128.591,712.373,2646.258,,,0,,,114.4,TX
3647,4/30/2023,CULP,95.516,,152.183,2.108,22.368,216.719,-31.52,44.02,63.103,-28.39,234.934,,3.132,5.954,-0.002,-0.002,3.13,NC
3650,12/31/2023,CMI,15198,,32005,1213,2741,24934,735,12903,22101,1626,34065,,,530,-457,-457,786,IN
3662,12/31/2023,CW,1717.08,,4620.969,44.666,406.867,1662.023,354.509,806.544,2292.556,463.07,2845.373,-27.35,108.518,132.319,2.908,0.043,108.561,NC
3691,12/31/2023,GTBP,14.056,,14.109,0,13.972,0,-7.597,6.633,6.633,-7.597,0,0,0,0,0,0,0,CA
3708,12/31/2023,WEN,837.653,,5182.826,85.021,551.885,807.271,204.44,381.93,4873.047,279.418,2181.578,,75.785,270.353,-0.807,-0.807,74.978,OH
3734,12/31/2023,DAN,4103,,7965,501,552,9252,38,2602,6137,169,10555,54,,34,-104,-104,121,OH
3735,12/31/2023,DHR,13937,,84488,1383,5864,9173,4221,8274,30998,5044,23890,,2027,,-1204,-1204,823,DC
3761,12/31/2023,DAIO,24.613,,27.401,1.195,12.341,11.27,0.486,6.188,7.082,0.68,28.064,,0.194,0,0,0,0.194,WA
3801,12/31/2023,7183B,506.68,,1281.06,87.322,32.029,1089.605,72.14,276.272,939.906,97.236,1693.481,,23.921,0,1.175,1.175,25.096,OH
3806,12/31/2023,DWSN,37.426,,57.519,3.721,16.037,88.044,-12.147,22.418,26.085,-12.243,96.846,0,0.025,0.015,-0.121,-0.121,-0.096,TX
3813,1/31/2023,TGT,17846,,53335,5528,2229,81914,2780,19500,42103,3418,109120,,56,2196,582,582,638,MN
3814,12/31/2023,AES5,363.1,,2906.2,387.9,41.1,679.8,35.7,350.9,2757.3,42.3,861,,-19.6,227.3,26.2,26.2,6.6,OH
3835,10/31/2023,DE,,,104087,4468,7639,37271,10166,,82201,13026,61251,,3661,520,-790,-790,2871,IL
3836,10/31/2023,DE1,,,59115,2362.5,1614.3,710.6,572.3,,53212.4,737.7,3975.5,,-91.3,456.3,257.2,257.2,165.9,WI
3842,12/31/2023,DVLN,,,38.709,0,13.951,5.51,-0.115,,5.927,-0.03,5.848,0,0,0,0,0,0,NY
3851,12/31/2023,DAL,10269,,73644,5323,4067,44749,4609,26418,62539,5608,58048,,19,908,980,980,999,GA
3863,12/31/2023,DLX,760.988,,3080.622,100.747,71.962,847.644,26.12,819.065,2476.006,39.799,2192.26,,45.448,22.649,-31.876,-31.876,13.572,MN
3897,12/31/2023,DTE,3539,,44755,3934,51,8896,1397,5883,33700,1566,12745,,-12,2649,181,181,169,MI
3905,6/30/2023,ATGE,478.539,,2810.541,37.008,332.525,606.911,101.752,431.203,1353.205,112.035,1450.826,0,15.199,26.068,-5.087,-4.916,10.283,IL
3908,6/30/2023,DEWY,6.126,,7.274,0.01,2.022,3.997,0.141,1.679,1.991,0.211,5.933,0.092,0.252,0,-0.182,-0.182,0.07,NJ
3937,3/31/2023,PYYX,1220.565,,1582.463,16.307,138.909,1643.732,-39.141,715.058,1440.633,-4.11,1914.881,13.116,34.283,9.9,,-0.156,34.127,NC
3946,12/31/2023,DBD,2153.9,,4162,24.9,605.7,2732.4,1376.1,1421,3082.8,1452.3,3752,,41.8,204.9,36.6,33.9,75.7,OH
3962,12/31/2023,NSYS,58.793,,75.127,1.284,1.675,114.178,6.874,26.582,39.783,5.466,139.332,,0.954,0.24,-2.362,-2.362,-1.408,MN
3964,1/31/2023,DDS,2071.846,,3329.15,120.105,809.233,3983.598,891.637,858.961,1730.512,1109.467,6996.215,-1.257,233.129,2.022,-15.299,-15.299,217.83,AR
3969,12/31/2023,DIOD,1187.385,,2367.659,150.769,328.657,881.509,227.182,393.498,557.982,277.933,1661.739,-9.307,61.49,13.662,-13.349,-18.741,47.285,TX
3980,9/30/2023,DIS,32763,,205579,4969,14182,59201,2354,31139,92567,4769,88898,,2744,7258,-1346,-1365,1379,CA
4001,12/31/2023,DXYN,112.395,,191.169,0.98,0.079,195.342,-1.952,39.554,161.878,-1.738,276.343,0,0.214,0.091,0,0,0.214,GA
4016,1/31/2023,DG,7581.009,,29083.367,1560.582,381.576,25306.965,2415.989,5887.768,23541.595,3116.614,37844.863,,464.593,1060.906,235.299,236.032,700.625,TN
4019,12/31/2023,WFSTF,334.9,,915.4,44.4,2.3,1006.6,-68.5,121,347.5,-95.1,1017.5,0,,61.6,-3.5,-3.5,-25,BC
4029,12/31/2023,D,25387,,109032,10211,268,8372,2157,24476,81503,2732,14393,,-484,6611,1434,1059,575,VA
4036,7/31/2023,DCI,1286,,2770.5,118.5,187.1,2186.4,358.8,756.4,1449.8,468.7,3430.8,-11.5,125.2,32.3,-15.3,-15.3,109.9,MN
4045,12/31/2023,DMLP,69.707,,191.065,0,47.025,12.211,114.117,4.467,5.508,114.117,163.799,0,0,0,0,0,0,TX
4058,12/31/2023,DOV,3390.235,,11348.513,192.592,398.561,5016.686,1056.828,2413.77,6241.908,1270.006,8438.134,-16.798,305.383,346.383,-99.286,-92.205,213.178,IL
4060,12/31/2023,DD,7514,,38552,619,2803,7288,494,3098,13827,504,12068,,335,1130,,-364,-29,DE
4066,12/31/2023,OMC,15384.2,,28044.6,78.4,4432,11870,1391.4,16246,23404.9,1998.1,14692.2,,519.8,529.1,0,5.1,524.9,NY
4091,12/31/2023,DCO,549.569,,1120.919,19.522,42.863,556.061,15.928,183.703,484.825,16.379,756.992,,10.281,4.766,-9.832,-9.83,0.451,CA
4093,12/31/2023,DUK,12769,,176893,12604,329,16613,4232,17283,126706,4767,29060,126,75,10556,3,363,438,NC
4094,12/31/2023,DNB,656.3,,9135.9,4.7,188.1,831,-47,1042.4,5704.3,-77.9,2314,,97.7,887.3,-131.9,-131.9,-34.2,FL
4108,12/31/2023,FLS,2703.777,,5108.719,67.359,545.678,2937.25,186.743,1438.576,3133.668,223.75,4320.577,,81.215,1.335,-62.841,-62.653,18.562,TX
4115,1/31/2023,DY,1492.68,,2313.254,200.955,225.558,3160.264,142.213,469.551,1444.499,180.122,3808.462,,33.377,60.205,4.532,4.532,37.909,FL
4124,6/30/2023,DYNT,12.419,,30.063,0.187,0.553,29.11,-4.973,7.941,13.206,-4.973,40.609,0,0,0,0,0,0,MN
4145,12/31/2023,RVTY,3001.091,,13564.665,81.368,1604.289,993.811,179.503,1450.463,5691.926,182.976,2750.571,,127.137,576.66,-123.664,-123.664,3.473,MA
4186,12/31/2023,EML,112.237,,252.039,6.434,9.286,201.035,8.585,42.734,119.558,10.992,273.455,0,4.029,0,-1.125,-1.622,2.407,CT
4193,12/31/2023,EGP,,,4519.213,,,,200.491,,1910.579,200.548,603.039,,0,0,,0,0,MS
4193,12/31/2023,EGP,,,4519.213,0,40.263,325.69,200.491,,1910.579,200.548,567.283,0,0,0,0,0,0,MS
4194,12/31/2023,KODK,712,,2355,32,267,874,75,283,1214,87,1117,0,12,27,-1,0,12,NY
4199,12/31/2023,ETN,11675,,38432,757,2609,13883,3218,7747,19363,3827,23196,,786,402,-182,-182,604,
4213,12/31/2023,ECL,5644.1,,21846.6,774.8,919.5,8208.8,1372.3,4345.8,13774.4,1755.5,15320.2,,,418.2,-55.7,-55.1,362.5,MN
4225,2/28/2023,EDUC,63.552,,99.937,1.579,0.689,29.28,-2.505,54.118,54.705,-3.427,87.829,-0.242,0,0,-0.678,-0.922,-0.922,OK
4275,12/31/2023,ELSE,13.139,,14.445,0.07,9.926,4.216,0.275,0.69,0.69,0.378,8.555,,0.202,0,-0.099,-0.099,0.103,MN
4292,12/31/2023,ETCIA,0.143,,0.143,0,0.029,0.142,0.008,0.469,0.687,0.008,0.301,0,0,0,0,0,0,WI
4321,9/30/2023,EMR,13819,,42746,363,8051,7164,2152,5032,16148,2726,15165,0,881,1959,,-282,599,MO
4322,3/31/2023,MSN,31.095,,31.371,0,25.268,5.075,-1.36,4.648,5.912,-1.36,7.177,-0.205,0,0,0,0,0,NJ
4367,12/31/2023,WFRD,3345,,5068,209,1063,3068,417,1866,4146,506,5135,,,,-86,-86,57,TX
4383,9/30/2023,ATO,885.768,,22516.968,2805.973,19.248,2603.883,885.862,1352.592,11646.904,999.641,4275.357,,12.276,2304.974,108.215,101.503,113.779,TX
4384,12/31/2023,MARA,1029.803,,1990.973,27.611,357.313,223.338,261.173,33.758,375.052,277.599,387.508,0,1.14,15.286,15.286,15.286,16.426,FL
4390,2/28/2023,EBF,196.626,,393.835,4.332,93.968,283.431,47.3,41.247,62.403,64.93,431.837,,19.431,11.098,-1.801,-1.801,17.63,TX
4409,12/31/2023,ENZN,47.343,,47.702,0,47.012,0,1.373,1.714,1.714,1.217,0,0,0,0,-0.157,-0.157,-0.156,NJ
4412,12/31/2023,VKSC,250.796,,460.844,14.47,7.862,328.604,13.506,110.454,279.208,16.97,445.984,,,3.021,3.241,3.241,3.534,IL
4415,2/28/2023,ETCC,24.585,,32.689,0.213,9.634,18.704,-1.557,19.476,33.237,-1.394,26.345,0.225,-0.06,0,0.267,0.268,0.208,PA
4418,7/31/2023,ENZ,98.456,,121.88,2.76,83.373,18.443,-25.022,39.989,43.418,-25.022,31.061,0,0,0,0,0,0,NY
4423,12/31/2023,EFX,1356.3,,12280,601.3,251.3,2335.1,545.3,2019,7592.5,717.9,5265.2,0,236.4,474.9,-70.2,-70.2,166.2,GA
4430,12/31/2023,EQT,2012.975,,25285.098,2019.037,80.977,2862.37,1735.232,2036.84,10504.281,2103.498,6908.923,,-15.712,1904.821,384.666,384.666,368.954,PA
4439,12/31/2023,ERIC,15411.928,,29537.108,327.852,4452.304,14696.162,-2629.777,12867.371,19850.906,-2318.829,26187.489,,,385.825,0,-139.812,276.939,
4448,12/31/2023,ESCA,146.831,,253.005,2.085,0.016,198.604,9.829,33.264,88.426,12.493,263.566,,4.055,3.125,-1.391,-1.391,2.664,IN
4450,6/30/2023,ESP,44.677,,47.502,0.512,14.714,27.057,3.677,11.484,11.622,4.706,35.592,-0.055,1.069,0.138,-0.04,-0.04,1.029,NY
4462,12/31/2023,NEU,1039.57,,2308.871,48.293,111.936,1868.4,388.864,364.164,1231.81,488.962,2698.419,-9.492,114.848,58.657,-14.75,-14.75,100.098,VA
4485,12/31/2023,KINS,,,317.633,,,,-6.168,,283.129,-7.366,144.498,,0.003,0,,-1.201,-1.198,NY
4485,12/31/2023,KINS,,,317.633,1.827,43.438,144.58,-6.168,,283.129,-7.365,144.191,0,0.003,0,-1.2,-1.2,-1.197,NY
4494,12/31/2023,EXPD,3435.196,,4523.809,39.314,1512.883,7986.874,752.883,1704.412,2132.396,1015.028,9300.11,,286.165,0,-22.916,-22.916,263.249,WA
4497,12/31/2023,BOOM,326.812,,884.495,15.974,45.087,493.296,26.259,126.461,286.44,49.879,719.188,,14.15,1.956,0.97,0.97,15.12,CO
4498,9/30/2023,IIIN,298.853,,447.513,30.702,125.67,570.486,32.415,46.155,66.008,41.755,649.188,,9.102,7.543,0.238,0.238,9.34,NC
4503,12/31/2023,XOM,96609,,376317,21919,31568,259625,36010,65316,163779,52783,334697,,14485,24452,634,944,15429,TX
4510,12/31/2023,FMC,5129.1,,11926.2,133.9,302.4,2492.2,1420,3384.6,7492.8,300.2,4486.8,,173.5,158.1,-1292.8,-1292.8,-1119.3,PA
4517,12/31/2023,NEE,15361,,177489,9548,3420,11998,7310,27963,118465,7288,28114,,668,10142,708,338,1006,FL
4579,6/30/2023,FARM,112.996,,187.781,15.016,5.419,210.042,-34.038,85.365,149.669,-34.363,339.964,,0.142,0,-0.735,-0.467,-0.325,TX
4598,5/31/2023,FDX,18610,,87143,6174,6856,66813,3972,13586,61055,5363,90155,0,945,4489,,446,1391,TN
4599,12/31/2023,RUSMF,1961.3,,2570.1,72.7,629.2,3908.8,266.7,473.5,930.2,348.7,4505.1,,,17.5,-2.5,-2.5,82,ON
4601,12/31/2023,FNMA,,,4325437,0,100795,7848,17408,,4247755,21956,139936,0,3317,0,1231,1231,4548,DC
4601,12/31/2023,FNMA,,10931,4325437,,,,17408,,4247755,21956,141240,,3317,0,,1231,4548,DC
4605,12/31/2023,FRT,,,8436.512,0,260.004,684.858,236.985,,5210.99,247.217,1140.71,0,0,0,0,0,0,MD
4605,12/31/2023,FRT,,,8436.512,,,,236.985,,5210.99,247.217,1173.191,,0,0,,0,0,MD
4607,6/30/2023,FSCR,40.371,,75.755,1.054,0.225,91.027,1.032,16.154,47.758,1.032,102.419,0,0,0,0,0,0,MI
4608,12/31/2023,FSS,570.2,,1620.5,30.3,61,1226.6,157.4,195.8,618.6,203,1722.7,-0.5,45.9,53.2,-0.3,-0.3,45.6,IL
4611,1/31/2023,M,5853,,16866,888,862,14449,1177,4861,12784,1518,25305,-75,379,947,-38,-38,341,NY
4632,12/31/2023,LSTA,53.924,,54.694,0,50.535,0,-20.84,6.59,6.8,-23.17,0,0,0,0,0,-2.33,-2.33,NJ
4640,12/31/2023,FITB,,,214574,491,25224,4448,2349,,195402,2988,12641,,,0,-106,,639,OH
4640,12/31/2023,FITB,,,214574,,,,2349,,195402,2988,12641,,,0,,,639,OH
4669,12/31/2023,FINGF,4930,,7557,220,177,7737,523,3485,5027,749,10527,,,160,9,9,228,BC
4674,12/31/2023,RF,,,152194,186,6801,2130,2074,,134701,2607,9153,0,,0,32,,533,AL
4674,12/31/2023,RF,,,152194,,,,2074,,134701,2607,9153,,,0,,,533,AL
4685,12/31/2023,TRMK,,,18722.189,,,,165.489,,17060.342,197.336,1085.79,,,0,,,31.847,MS
4685,12/31/2023,TRMK,,,18722.189,40.082,975.543,350.535,165.489,,17060.342,197.336,1085.79,,,0,-4.8,,31.847,MS
4690,12/31/2023,FCNCA,,,213758,,,,11466,,192503,12077,12658,,,3579,,,611,NC
4690,12/31/2023,FCNCA,,,213758,1428,34990,5054,11466,,192503,12077,12658,,,3579,-165,,611,NC
4695,3/31/2023,FCIC,0.137,,0.137,0,0.112,0,-0.126,0.445,0.445,-0.126,0,0,0,0,0,0,0,CA
4699,12/31/2023,MTB,,,208264,256,29800,3754,2741,,181307,3619,12527.362,0,,0,-97,,878,NY
4699,12/31/2023,MTB,,,208264,,,,2741,,181307,3619,12527.362,,,0,,,878,NY
4723,12/31/2023,USB,,,663491,,,,5429,,607720,6865,40764,,,0,,,1407,MN
4723,12/31/2023,USB,,,663491,0,63735,14886,5429,,607720,6865,40764,,,0,,,1407,MN
4737,12/31/2023,FHN,,,81661,37,3059,1820,897,,72370,1128,4795,0,,0,44,,212,TN
4737,12/31/2023,FHN,,,81661,,,,897,,72370,1128,4795,,,0,,,212,TN
4759,9/30/2023,BDL,35.294,,145.769,16.708,25.532,135.448,3.999,22.371,70.855,6.065,174.396,0,0.587,0.801,0.062,0.062,0.649,FL
4763,12/31/2023,MALJF,550.799,,1025.073,19.166,1.494,743.449,9.247,195.646,287.656,20.934,879.617,0,,37.441,-1.378,-0.287,11.687,ON
4771,6/30/2023,FLXS,170.642,,290.55,4.79,3.365,318.173,14.778,55.105,148.929,9.219,393.692,,0.799,0,-7.154,7.154,-5.559,IA
4798,12/31/2023,FPL1,4996,,91469,9400,72,7979,4552,8076,52634,5675,18365,,1284,8542,-161,-161,1123,FL
4799,12/31/2023,DUK9,2322,,26601,2529,60,4541,1016,2354,16558,1277,7036,132,350,2733,-89,-89,261,FL
4809,12/31/2023,FLO,687.713,,3426.953,129.078,28.86,2632.136,123.416,659.152,2075.171,157.107,5090.83,,77.031,91.245,-43.34,-43.34,33.691,GA
4818,12/31/2023,FLR,5063,,6973,106,2588,14923,139,3163,4921,315,15474,0,249,70,-13,-13,236,TX
4826,6/30/2023,FONR,125.661,,200.582,4.218,51.313,48.355,9.376,15.624,49.755,15.759,98.645,,0.652,0.395,2.98,2.98,3.632,NY
4839,12/31/2023,F,121481,,273310,8236,40171,145214,4347,101531,230512,3967,176191,0,1239,1005,-1649,-1601,-362,MI
4840,12/31/2023,F1,,,149205,9577,10795,1691,1324,,135816,1322,11849,,561,337,-617,-563,-2,MI
4860,12/31/2023,FSTR,167.355,,312.401,4.513,2.56,419.536,1.464,94.501,169.566,0.944,545.721,0,1.497,1.232,-1.852,-1.852,-0.355,PA
4881,12/31/2023,FELE,853.795,,1728.122,41.415,84.963,1315.865,193.272,287.039,517.829,242.223,2065.133,,49.089,29.461,-1.609,-1.6,47.489,IN
4885,9/30/2023,BEN,,,30121.2,148.8,4402.4,5849.8,882.8,,16547.3,1415.7,7679.7,-1.1,270.8,450.4,41.5,41.5,312.3,CA
4885,9/30/2023,BEN,,,30121.2,,,,882.8,,16547.3,1415.7,8184.8,,270.8,450.4,,41.5,312.3,CA
4900,4/30/2023,FEIM,48.307,,74.496,0.918,12.049,30.494,-5.501,27.281,41.61,-5.427,40.777,0,0.074,0.008,0,0,0.074,NY
4903,3/31/2023,FRD,143.656,,199.312,16.454,5.392,501.931,21.344,45.088,83.88,28.189,547.542,0.774,3.519,4.357,3.326,3.326,6.845,TX
4925,3/31/2023,FUJIY,12269.725,,31099.652,2029.856,2020.558,11876.992,1650.565,6697.296,10128.449,2158.006,21506.65,,,369.723,-105.027,-105.027,490.501,
4926,11/30/2023,FUL,1312.103,,4723.575,119.137,179.453,2320.412,144.906,692.811,2967.662,238.517,3510.934,41.19,111.325,176.385,-25.114,-17.796,93.529,MN
4941,12/31/2023,GATX,,,11326,1665,450.8,433.9,259.2,,9053,317.9,1410.9,0,20.4,1081.1,38.3,38.3,58.7,IL
4973,12/31/2023,AJG,32116.1,,51615.8,193.6,971.5,7143.6,969.5,31064.7,40800.5,1185.1,10071.9,-77.7,176,129.7,43.1,43.1,219.1,IL
4988,12/31/2023,TGNA,1050.318,,7000.057,54.694,361.036,1717.158,476.724,423.372,4276.373,606.546,2910.93,,110.462,578.219,19.737,19.737,130.199,VA
4990,1/31/2023,GAP,4617,,11386,685,1247,9664,-202,3256,9153,-139,15616,,21,,42,42,63,CA
5024,12/31/2023,GAM,,,,,,,,,,,,,,,,,,NY
5046,12/31/2023,GD,23615,,54810,904,1913,34737,3315,16432,33511,3984,42272,-209,846,655,-177,-177,669,VA
5047,12/31/2023,GE,59799,,163045,1595,22673,51043,9067,50876,134465,10191,67954,,539,0,623,623,1162,OH
5050,9/30/2023,JOB,41.651,,123.493,0.089,22.471,99.571,9.418,11.361,14.192,2.169,152.443,0,0.343,0,-7.592,-7.592,-7.249,FL
5071,5/31/2023,GIS,5176.4,,31451.7,689.5,702.7,12971.6,2593.9,7535.7,20751.7,3221.8,20094.2,,634.4,2110.9,-22.2,-22.2,612.2,MN
5072,12/31/2023,ALLY,,1370,196392,,,,1022,,182626,1083,15971,,126,0,,-65,61,MI
5072,12/31/2023,ALLY,,,196392,2759,7889,12379,1022,,182626,1083,15967,0,126,10,-58,-65,61,MI
5073,12/31/2023,GM,101618,,273064,24610,29069,135221,10127,94445,204757,10403,171842,-121,1604,688,-1041,-1041,563,MI
5087,12/31/2023,SPXC,709.6,,2439.7,23.9,99.4,1048.4,144.7,401.2,1245.1,186.3,1741.2,,,73.5,,,41.6,NC
5109,1/31/2023,GCO,572.669,,1456.426,59.934,47.99,1205.88,72.242,360.783,849.46,90.073,2384.888,,44.225,2.509,-26.394,-26.394,17.831,TN
5116,12/31/2023,GNTX,997.738,,2611.438,183.678,240.791,1443.264,428.403,271.609,,504.981,2294.215,,94.313,0,-17.735,-17.735,76.578,MI
5125,12/31/2023,GPC,9605.852,,17968.454,512.675,1102.007,14799.938,1316.524,7827.109,13551.469,1742.348,23090.61,,383.711,437.674,42.114,42.113,425.824,GA
5135,12/31/2023,SO2,4261,,56817,4786,46,5618,2080,5935,35434,2528,10118,74,242,4018,184,206,448,GA
5149,12/31/2023,GTY,,,1822.305,0,5.286,75.589,60.151,,866.753,60.151,186.42,0,0,0,0,0,0,NY
5149,12/31/2023,GTY,,,1822.305,,,,60.151,,866.753,60.151,191.045,,0,0,,0,0,NY
5165,12/31/2023,GIGAQ,19.194,,31.932,0.234,4.301,27.044,-15.095,20.131,34.999,-15.031,37.826,0,0.244,0,0,0,0.244,AZ
5179,12/31/2023,GLT,605.967,,1563.796,33.77,54.565,1187.562,-78.103,280.368,1306.942,-71.092,1385.516,,19.187,52.219,-12.176,-12.176,7.011,NC
